"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"819232",819232,"north","B",9983,"1997-05-15",1,2.15,2.13,4.16184801261716,1.97719802502308,1.61,1.24,0.53
"1117865",1117865,"south","C",10007,"2007-05-08",2.51,2.44,2.78,3.94736912485989,0.0336449447740666,1.99,1.31,0.65
"841165",841165,"south","C",9984,"2007-07-06",7.65,3.41,3.47,2.6234507261592,18.960453002998,2.42,1.7,1.08
"1061224",1061224,"north","C",10003,"1999-10-08",19.33,4.28,4.34,5.15240149399894,0.0630019227708892,3.12,1.61,2.31
"596792",596792,"central","A",9964,"1999-04-26",1.61,3.19,3.16,6.38626875150193,0.00445436228977249,2.19,1.61,0.65
"578264",578264,"north","D",9963,"2004-07-23",18.86,4.67,2.97,3.92576794635642,3.49503633565442,3.53,1.63,2.32
"2524787",2524787,"south","B",10124,"2007-08-13",3.46,3.02,2.62,3.26615666519533,0,1.96,1.32,0.8
"2458425",2458425,"north","A",10119,"2004-09-16",28.44,4.33,3.63,12.4316919314914,0.441332058973826,3.09,1.67,3.56
"2042424",2042424,"south","D",10084,"2007-07-06",3.74,2.89,2.51,2.74499112452591,2.40731120159533,1.88,1.48,0.72
"270715",270715,"central","C",9937,"2007-11-08",0,2.29,1.97,3.05398455296537,0,1.46,1.26,0.88
"2428812",2428812,"south","C",10116,"1997-10-19",26.81,3.15,3.17,7.69180380986313,0.0129987795133951,2.06,1.44,2.91
"148879",148879,"central","D",9927,"2000-08-15",12.88,2.22,1.69,4.4567567336488,0.00896844610476401,1.63,1.36,1.86
"2367499",2367499,"south","B",10111,"1997-06-11",3.7,3.66,3.2,3.46211069988817,0.00288032514551585,2.6,1.59,1
"335840",335840,"south","C",9942,"2007-09-05",5.27,3.29,3.41,2.55296804937978,0.0122648886658809,2.33,1.47,1.08
"684526",684526,"south","C",9971,"2004-07-17",13.62,4.83,3.83,4.26851776113394,0.0495729485048788,3.51,1.6,1.95
"1486721",1486721,"central","C",10038,"2004-07-10",12.45,3.53,2.13,1.48255364225453,5.97867298792226,2.58,1.5,1.61
"850009",850009,"central","A",9985,"2004-09-19",21.75,3.47,2.04,6.37996593393605,0.00181529023952452,2.34,1.59,2.65
"1540507",1540507,"north","D",10043,"1999-06-28",23.45,8.24,7,2.58949886666043,1.37534094903856,5.46,1.64,2.72
"1230302",1230302,"north","A",10017,"1997-04-26",0,1.11,1.01,6.61884110351942,0.00681778008670446,0.8,1.2,0.4
"2160832",2160832,"central","C",10094,"2007-10-04",17.32,2.63,2.61,7.43038402539566,4.67922058914368,1.79,1.46,2.24
"1000178",1000178,"north","B",9998,"2000-06-26",11.3,4.29,2.52,0.972527593686816,9.9137643885257,2.97,1.6,1.46
"1913820",1913820,"north","D",10074,"2000-10-03",47.39,5.94,4.09,15.0694847723752,0.159994407414974,4.24,1.62,4.81
"1976850",1976850,"north","A",10079,"2000-07-14",16.76,5.94,4.13,5.43737962768689,0.0261920599112107,4.22,1.65,2.29
"1192094",1192094,"north","D",10014,"2007-06-23",3.31,2.33,2.17,1.70614991084387,0.0943242673936419,1.54,1.3,0.84
"1635203",1635203,"south","C",10050,"2004-09-25",25.93,3.17,3.32,8.80004858548141,0.0190393533248746,2.53,1.51,3.25
"33213",33213,"south","B",9917,"1997-10-05",25.37,4.84,3.93,10.0993035747271,0.738242561353341,3.33,1.63,3.47
"2383286",2383286,"north","D",10113,"2004-10-03",26.9,4.66,2.97,8.26975513068151,10.6328119596214,3.34,1.6,3.44
"43825",43825,"central","A",9918,"2004-10-16",15.94,3.36,2.01,5.84386116813556,5.9607460969443,2.38,1.47,2.63
"789875",789875,"central","A",9980,"2007-04-14",0,0.06,0.06,4.26682709786303,0.0183982844898159,0.04,0.8,0.14
"1655438",1655438,"central","C",10052,"2007-09-26",18.98,2.86,2.09,7.38961234850405,10.9974200394077,1.79,1.41,2.31
"1745589",1745589,"north","D",10060,"2007-05-31",0.36,2.01,2.22,2.19553871495896,0.20892104163036,1.29,1.27,0.56
"368298",368298,"central","A",9945,"1999-09-06",17.02,7.88,7.26,2.84156136687881,0.00662351116072306,5.55,1.76,2.67
"1421846",1421846,"north","C",10033,"1997-05-11",0.04,1.83,1.99,4.59175428586122,0,1.38,1.34,0.54
"401811",401811,"central","D",9948,"2004-10-13",17.09,3.36,4.42,4.67039008028017,19.0282075488683,2.37,1.6,2.23
"1913382",1913382,"north","D",10074,"1997-08-29",21.55,7.12,7.05,2.46742276598022,0.00725803107101614,5.62,1.58,3.08
"2092417",2092417,"south","C",10088,"2004-08-16",14.47,5.32,3.77,4.51831807279289,0.111906811182869,3.5,1.63,2.31
"1719372",1719372,"south","C",10057,"2004-07-25",11,4.47,3.3,3.49374619367089,0.260904969411643,3.34,1.59,1.89
"1779758",1779758,"south","C",10062,"2007-07-25",6.49,3.39,3.28,2.5079359073781,0.00276131635029145,2.34,1.5,0.95
"875719",875719,"south","B",9987,"1999-09-13",13.76,5.32,4.84,3.77761705030376,1.65644696835811,3.73,1.63,1.71
"878363",878363,"south","A",9987,"2007-09-23",0,2.29,3.28,2.84222705796197,0.000166659301699157,1.67,1.43,1.28
"1207392",1207392,"central","D",10015,"1997-09-06",25.5,3.92,2.62,7.53788095582882,0.00168299007741167,2.88,1.43,2.83
"439231",439231,"central","C",9951,"1997-06-09",4.2,4.63,4.6,2.3390548872217,0.570242465408604,3,1.63,0.88
"2372027",2372027,"north","B",10112,"2000-09-21",38.09,5.68,3.72,11.4385366503815,15.4683243183325,3.96,1.61,4.17
"1687287",1687287,"north","C",10055,"2004-08-31",31.36,5.38,4.6,10.9225113341212,0.064655701199457,3.96,1.55,3.74
"76332",76332,"central","D",9921,"1997-10-18",30.88,3.05,3.1,10.4579399560435,0.0306775287503704,2.14,1.41,3.35
"696841",696841,"south","C",9972,"2007-09-16",7.87,2.91,3.72,2.6497826813042,0.0029098260586504,2.03,1.38,1.01
"1602146",1602146,"north","B",10048,"2007-05-19",0,2.02,2.06,3.255976662069,0,1.48,1.35,0.52
"1832269",1832269,"north","A",10067,"1999-08-03",16.74,5.23,4.86,5.26989764348231,0,3.89,1.63,2.31
"688208",688208,"north","C",9972,"1999-10-15",17.86,4.46,5.09,5.83602476739414,0,3.08,1.6,2.53
"2225562",2225562,"south","A",10099,"2000-06-19",7.49,2.25,1.6,0.967423862967354,13.0944670104063,1.66,1.24,1.07
"1430511",1430511,"south","C",10033,"2004-05-17",3.63,3.43,3.76,4.40063674970123,0.317461291255714,2.45,1.44,0.71
"468609",468609,"south","A",9953,"1999-08-23",16.8,4.7,3.5,5.39764883266671,0.00130028231713293,3.12,1.55,2.54
"1709239",1709239,"north","D",10057,"2000-09-13",28.54,4.5,3.28,9.15064774686316,41.490849424648,3.16,1.42,3.7
"2468260",2468260,"north","B",10120,"2000-08-21",33.66,5.49,4.34,8.37899588580347,0.0016009523888402,3.93,1.61,3.74
"1004486",1004486,"central","B",9998,"2004-10-18",14.24,3.04,4.04,4.41906747237963,0.0102806733089842,2.27,1.44,2.06
"2380251",2380251,"south","B",10112,"2004-09-29",32.6,5.15,3.76,16.1276611074926,0,3.47,1.56,4.21
"2711127",2711127,"north","A",10140,"2004-09-25",41.8,4.7,4.06,16.6800652592729,0,3.45,1.67,4.6
"2676066",2676066,"central","D",10137,"2004-10-31",6.06,2.78,3.62,4.08527344453336,2.48575413445853,1.96,1.36,1.38
"702386",702386,"central","D",9973,"2000-08-04",7.39,2.32,1.68,3.79580621530915,6.73193402553853,1.44,1.45,1.66
"2027249",2027249,"central","B",10083,"2004-09-06",16.02,5.18,3.51,4.47734480235699,0.0172898741914945,3.39,1.61,2.01
"1560839",1560839,"south","D",10044,"2004-04-19",0,0.67,0.61,6.83046319026925,0.00242293320742713,0.42,0.96,0.31
"595485",595485,"central","B",9964,"2007-07-10",8.92,3.75,3.3,2.90308820088034,0.350672632028499,2.46,1.56,1.29
"1561969",1561969,"south","B",10044,"2004-08-22",33.95,5.16,4.02,12.141442258608,0,3.76,1.68,3.75
"1312280",1312280,"north","D",10024,"2004-07-26",19.04,5.07,3.26,4.7629586795437,0.00186517158371954,3.57,1.55,2.58
"106239",106239,"south","B",9923,"2007-11-06",2.5,2.7,2.18,3.01519149649008,0.0161099232084635,1.91,1.42,0.69
"1700682",1700682,"central","D",10056,"1997-07-05",10.33,3.88,2.44,1.50164390945182,8.05587348509498,2.52,1.48,1.64
"394404",394404,"south","B",9947,"1999-09-18",10.45,6.1,5.61,3.92467646243865,0.0016490488996468,4.14,1.59,2.13
"182457",182457,"north","C",9930,"1997-05-21",1.15,2.17,2.19,3.65577994554658,0,1.53,1.34,0.6
"816472",816472,"south","C",9982,"1999-06-10",12.1,5.53,4.28,2.19428402247704,0.096640284507942,3.76,1.8,1.86
"44998",44998,"south","D",9918,"2007-08-27",1.65,3.06,2.48,2.85184035214123,0.0569568662509651,1.92,1.38,0.72
"802192",802192,"south","D",9981,"1997-07-04",6.88,3.33,2.81,1.63022449273846,0.0164944074130715,2.4,1.42,1.24
"561321",561321,"central","A",9961,"2007-06-26",5.62,2.25,1.81,1.37512133448292,0,1.4,1.38,0.88
"2362166",2362166,"north","A",10111,"2004-09-21",35.51,4.95,3.33,14.3290338729555,0.00181529023803312,3.33,1.54,4.04
"1169174",1169174,"north","C",10012,"1997-06-01",2.22,3.21,3.19,3.72964554354141,1.36942433201188,2.32,1.41,0.68
"821157",821157,"north","A",9983,"2007-10-29",1.04,2.46,2.22,2.92322335524095,0.00141784376420238,1.73,1.5,0.71
"2264778",2264778,"north","C",10103,"2004-05-30",0,3.57,2.99,3.14698279521598,0.00157143636556743,2.33,1.46,0.97
"245889",245889,"central","B",9935,"1999-06-02",11,5.13,4.11,2.52561622776773,5.96534749704949,3.69,1.59,1.54
"249769",249769,"south","B",9935,"1997-08-28",24.38,5.21,4.23,8.45063888455746,0.0687165859484809,3.58,1.5,2.8
"1089591",1089591,"central","C",10005,"2004-05-30",0.51,2.02,2.04,1.37412157007099,6.39059395457416,1.54,1.32,0.66
"2653256",2653256,"central","C",10135,"1997-04-23",0,0.5,0.47,6.17004665621232,0.00710330998959951,0.35,0.99,0.27
"2251013",2251013,"north","D",10102,"2007-07-08",7.2,2.33,1.86,2.08003588527763,0,1.66,1.39,1.06
"2248951",2248951,"south","C",10101,"2007-04-22",0,1.21,1.22,5.34537330305056,0,0.78,1.14,0.44
"866672",866672,"north","D",9987,"1999-07-11",17.91,7.67,6.66,2.76762535582463,0.0293823925634142,5.67,1.56,2.52
"2593516",2593516,"central","C",10130,"2000-05-09",0,2.12,2.04,2.68439788101642,4.67084670636864,1.41,1.35,0.49
"2516483",2516483,"north","B",10124,"2004-05-25",1.48,2.29,2.31,1.42459641645948,1.06240578154075,1.69,1.29,0.6
"1122627",1122627,"north","A",10008,"2004-05-04",0.04,2.3,2.31,5.02343261653898,0.819665794363244,1.61,1.26,0.6
"2104549",2104549,"south","C",10089,"2007-04-16",0,0.79,0.65,6.58959048064126,0.361533823419347,0.5,1.1,0.33
"2198428",2198428,"south","D",10097,"2000-06-13",5.83,3.15,2.72,1.56682056202064,12.001657822313,2.08,1.55,1.03
"2373362",2373362,"north","C",10112,"2007-09-07",3.64,2.91,2.68,3.15127631936887,7.18086110924158,2.14,1.4,0.82
"143532",143532,"south","A",9926,"1997-09-19",20.64,4.83,3.53,5.21207513650268,0.0318472044342996,3.37,1.57,2.38
"2587790",2587790,"north","D",10130,"2004-08-07",23.16,4.57,3.02,5.66985180949858,0.000754095331563301,3.11,1.61,2.79
"2612979",2612979,"north","B",10132,"2007-07-19",9.54,2.67,2.18,3.27188168152249,3.22979956234289,2.07,1.49,1.35
"1210856",1210856,"central","A",10015,"2004-04-29",0,0.39,0.42,1.39624588014238,0.0116414078945189,0.27,0.92,0.27
"1836424",1836424,"central","A",10067,"2000-05-30",2.22,2.68,2.17,1.09969694637297,0.116224154925346,1.88,1.3,0.67
"1009335",1009335,"south","C",9998,"2004-04-26",0,1.2,1.17,6.82541804819217,17.3911254773143,0.83,1.16,0.45
"1197243",1197243,"central","C",10014,"2007-10-26",5.95,2.38,2.41,2.84301307151385,5.86818015116638,1.8,1.34,0.81
"1985063",1985063,"south","A",10079,"2004-05-31",5.66,3.42,2.79,3.7013088152908,5.00584865911153,2.36,1.46,0.88
"1271200",1271200,"central","A",10020,"2007-04-19",0,0.38,0.36,4.16967820304481,0.0263294390573097,0.24,1.02,0.24
"1704689",1704689,"south","D",10056,"1997-07-26",13.98,3.97,3.14,3.97658476632371,0.00508153483913569,2.7,1.76,1.94
"726912",726912,"central","B",9975,"2007-10-02",4.93,2.18,3.02,2.60375696679289,0.0351452390134936,1.58,1.47,1
"1892324",1892324,"north","A",10072,"1999-04-15",0,1.94,1.72,6.5213506073281,1.48082655525665,1.31,1.27,0.48
"741699",741699,"central","A",9976,"2004-09-06",22.48,3.32,1.92,6.16375075646072,1.38482548064723,2.28,1.44,2.62
"178871",178871,"south","C",9929,"2000-04-19",0,0.3,0.3,2.17478983971583,0.00926348697079602,0.19,0.86,0.23
"2720034",2720034,"north","D",10141,"2000-10-06",34.54,4.68,3.15,10.819741192922,5.09222683341643,3.21,1.55,3.74
"242957",242957,"north","C",9935,"1999-09-15",28.62,5.95,4.68,8.76330851180372,0.00398620384217587,4.13,1.65,3.37
"1564767",1564767,"north","D",10045,"2000-06-29",13.42,4.99,3.3,1.34969621500806,5.38403524148636,3.44,1.53,1.71
"271710",271710,"central","A",9937,"1997-05-16",1.59,2.49,2.58,4.32679584430062,1.47016428167348,1.67,1.28,0.62
"740616",740616,"central","C",9976,"2004-05-12",0,1.12,1.17,1.66848574290733,4.41912022911045,0.68,1.14,0.4
"508990",508990,"north","A",9957,"2004-06-19",11.45,4.59,3.6,3.44635071847024,0.0952857054165421,3.36,1.62,1.93
"481929",481929,"north","D",9955,"2004-05-13",0,1.62,1.83,2.63085160296798,4.78837786029086,1.02,1.27,0.47
"560331",560331,"central","C",9961,"2007-06-14",3.26,2.17,2.14,1.96410427895265,0,1.52,1.34,0.77
"430831",430831,"south","B",9950,"2004-07-17",15.76,4.25,2.93,5.56222575932901,0.0901774056662343,2.83,1.57,2.14
"884542",884542,"central","C",9988,"1997-09-07",34.56,7.15,5.66,9.05073051518271,0.00382195181183484,5.22,1.63,3.64
"705178",705178,"central","A",9973,"1999-07-24",15.74,7.4,6.36,2.66260856534267,6.39205832100221,5.61,1.61,2.41
"2430220",2430220,"south","A",10116,"2000-09-24",19.13,2.34,1.99,7.47813192352973,4.34897517798392,1.56,1.28,2.64
"684388",684388,"south","C",9971,"2000-08-28",11.22,2.26,1.56,4.97118313005433,7.97723101848204,1.53,1.25,1.91
"2171200",2171200,"central","B",10095,"1999-07-03",14.97,5.55,4.41,3.70170636368995,7.92155484144727,3.73,1.66,2.52
"700664",700664,"north","C",9973,"2007-05-19",0,2.35,2.51,4.30123756079366,0,1.72,1.32,0.64
"751472",751472,"central","B",9977,"2000-05-30",3.26,2.07,1.52,1.24778250778518,0.00983940269664049,1.26,1.29,0.79
"18392",18392,"central","C",9916,"1999-09-23",11.8,6.61,5.2,2.86269044813504,0.00345424739752861,4.7,1.7,2.44
"2015507",2015507,"central","C",10082,"1997-04-23",0,0.58,0.53,6.66085432449972,0.00710330998959951,0.37,0.93,0.31
"1689042",1689042,"central","D",10055,"2000-06-15",8.16,2.32,1.8,1.06938709058547,3.40484343228034,1.67,1.42,0.98
"2174003",2174003,"south","D",10095,"1997-08-22",23.37,4.12,4.24,7.22778693461549,0.314549728196088,3.23,1.59,2.71
"713033",713033,"north","A",9974,"1997-09-23",26.03,4.62,3.81,9.60351834436054,0.00137202013428422,3.2,1.61,3.28
"960293",960293,"south","B",9994,"2004-07-27",23.97,5.03,3.83,9.57931609902242,0.0489125633995162,3.55,1.74,3.27
"1973835",1973835,"north","D",10079,"2000-05-06",1.32,3.42,3.17,7.55934958292091,0.00727021454442253,2.32,1.53,0.67
"2170349",2170349,"central","D",10095,"2000-06-02",5.05,1.81,1.56,1.10391988693456,0.00674999589732001,1.3,1.3,0.8
"845333",845333,"north","A",9985,"1997-07-22",19.97,4.74,4.05,4.06074755118095,20.88831533859,3.36,1.56,2.3
"433080",433080,"south","A",9950,"2007-07-23",10.93,3.3,3.04,3.2042109204483,0.00137496430126003,2.58,1.44,1.46
"1646236",1646236,"south","B",10051,"2004-09-27",34.08,4.81,3.3,12.5773492165148,0,3.57,1.57,3.63
"1837025",1837025,"south","D",10067,"1997-06-29",7.66,3.59,2.86,2.13762952233881,0.0168102543650429,2.51,1.45,1.39
"1133774",1133774,"north","C",10009,"2004-09-05",28.26,4.95,3.67,10.5550637950636,0,3.41,1.59,3.27
"490193",490193,"south","D",9955,"2007-08-01",2.29,2.87,2.57,3.03103191461421,0,1.91,1.39,0.73
"128028",128028,"central","A",9925,"2004-09-18",22.39,3.38,2,5.95874581630614,0.00181529023952452,2.55,1.53,2.9
"2268478",2268478,"central","C",10103,"1999-06-30",16,6.34,5.62,2.23635024262385,3.10758480130283,4.72,1.57,2.15
"704732",704732,"central","C",9973,"2007-06-19",3.89,1.95,2.2,1.83200548093682,9.74708564005902,1.43,1.33,0.72
"1209321",1209321,"central","C",10015,"1997-05-18",1.51,2.45,2.7,3.86484623499117,0.562639049116242,1.58,1.28,0.57
"2151750",2151750,"south","B",10093,"2007-07-30",2.08,2.05,2.03,3.32755510016273,0.523137434546665,1.51,1.3,0.96
"1739751",1739751,"central","A",10059,"1997-05-31",3.87,4.13,4.5,3.58016482186761,0.372290916654278,3.04,1.63,0.75
"2221972",2221972,"central","A",10099,"2007-10-01",18.03,2.24,2.3,7.13149944002717,2.43138004158623e-06,1.57,1.29,2.18
"1736244",1736244,"north","A",10059,"2000-09-06",28.38,4.5,4.15,10.1626660974058,0.00158940459447782,2.99,1.48,3.45
"349911",349911,"north","D",9944,"2007-10-28",18.13,2.83,2.4,8.4581595375888,0.471112214106945,1.82,1.48,2.52
"1416822",1416822,"south","D",10032,"2007-10-28",0.3,2.14,1.7,2.2619383636122,5.1724164296348,1.49,1.23,0.63
"2495817",2495817,"central","B",10122,"1997-05-03",0.38,1.07,1.05,3.75037304376902,13.5657216927363,0.68,1.19,0.39
"467788",467788,"south","C",9953,"2000-08-22",10.2,2.12,1.55,4.55749917273701,0.0840991120482278,1.44,1.31,1.71
"2057835",2057835,"north","D",10086,"1999-03-29",0,0.21,0.2,14.2196236183894,0.0151584469291494,0.13,0.82,0.23
"1276624",1276624,"north","B",10021,"1997-09-30",16.23,5.45,5.24,1.71767772461026,0.024064633596485,3.95,1.58,2.11
"2608943",2608943,"south","B",10131,"2007-05-30",1.24,2.28,2.01,3.31406856134326,0.223872607530239,1.55,1.35,0.55
"613822",613822,"north","D",9966,"1997-09-02",26.97,6.45,5.35,5.14350325895812,0.0166444163551718,4.46,1.72,2.93
"2150133",2150133,"south","D",10093,"1999-07-31",20.12,5.59,4.38,6.10506662580447,0.00282224381256527,4.14,1.66,2.5
"2169096",2169096,"north","A",10095,"1999-04-28",2.61,3.41,3.61,5.32447427488923,9.08735132416965,2.52,1.58,0.74
"2019146",2019146,"south","B",10082,"2004-06-06",8.81,3.99,3.15,3.48295040694117,0.00609067653329121,2.78,1.62,1.31
"1883285",1883285,"central","C",10071,"1997-09-11",20.08,4.97,4.45,4.57645487687399,0.9443351638793,3.52,1.66,2.56
"402775",402775,"central","B",9948,"2004-08-18",15.17,6.35,4.71,4.96223793891127,0,4.53,1.7,2.45
"2237492",2237492,"south","A",10100,"1999-09-24",19.71,3.94,4.53,7.35985210927764,0.0116037536016557,2.82,1.63,3.23
"433985",433985,"north","D",9951,"2007-05-24",0,1.86,1.85,2.37781550358595,2.2231968578798,1.35,1.28,0.49
"2522614",2522614,"central","A",10124,"2004-10-07",22.73,3.53,1.98,6.33661863688895,0,2.55,1.52,2.8
"2035282",2035282,"north","B",10084,"2004-09-21",23.3,3.93,2.3,6.62158269748485,0.0018152902384848,2.87,1.55,3.07
"97986",97986,"north","B",9923,"2007-04-14",0,0.08,0.09,5.96331039120039,0.00233150953971667,0.05,0.81,0.14
"428746",428746,"central","A",9950,"2004-06-03",0.41,2.48,1.78,1.07254820936015,0.466115742471598,1.5,1.22,0.7
"767748",767748,"south","B",9978,"2004-07-10",18.23,4.5,3.56,5.89585068338936,0.824154198892042,3.14,1.54,2.34
"806780",806780,"north","D",9982,"2000-09-29",34.58,4.82,3.4,11.2922065638608,9.01145697601237e-05,3.38,1.56,3.96
"2010584",2010584,"north","B",10082,"1997-08-08",16.51,5.49,4.95,1.78179104256038,0.00170728884772499,4.09,1.57,2.12
"1683057",1683057,"south","C",10054,"2000-06-19",5.6,2.17,1.28,1.00381302484117,8.12545806266336,1.41,1.33,0.99
"826943",826943,"south","D",9983,"2004-08-14",27.72,4.49,3.43,9.17310789945864,0.0560849019944951,3.35,1.64,2.94
"2324592",2324592,"north","C",10108,"1999-07-03",19.79,5.97,5.35,5.23049652867063,0.00849964822249706,4.62,1.52,2.45
"2235762",2235762,"south","B",10100,"2004-06-28",20.39,5.5,4.46,5.20339380678351,0.0228751935857493,3.69,1.53,2.34
"2197972",2197972,"south","D",10097,"1997-05-17",0.33,2.22,2.16,4.07229032674952,0.016332677475747,1.44,1.36,0.57
"1326483",1326483,"north","C",10025,"2007-08-30",4.41,2.91,2.7,3.2444365079585,0.000961379368613871,1.99,1.47,0.7
"308472",308472,"central","A",9940,"2004-07-29",14.57,3.25,1.99,3.16236288413927,0,2.25,1.38,1.76
"2537772",2537772,"south","C",10125,"2007-05-21",1.67,3.36,3.49,3.40211352982163,0,2.27,1.5,1.01
"2012777",2012777,"north","A",10082,"1999-08-16",18.25,5.34,4.97,5.78977932964566,0,4.37,1.43,2.35
"1721446",1721446,"north","D",10058,"2004-09-08",21.94,4.23,2.55,7.15166559673218,0,3.12,1.5,2.86
"1746504",1746504,"north","B",10060,"2004-10-05",29.48,4.61,2.84,8.04282397516746,0.00158937410340896,3,1.59,3.25
"2068303",2068303,"south","C",10086,"2004-06-29",11.97,4.77,3.55,4.60212477867239,0.221221122641676,3.27,1.59,1.85
"311618",311618,"south","C",9940,"2004-11-09",12.99,2.34,2.61,5.63897751473995,0.00219634213421399,1.68,1.46,1.74
"2129266",2129266,"south","A",10091,"2000-05-18",1.19,1.41,1.53,1.50566246653835,0.239295766142349,1.03,1.12,0.57
"2662987",2662987,"north","A",10136,"2004-09-17",24.01,3.92,2.93,10.4237293875328,15.607601238722,2.94,1.4,3
"35531",35531,"south","A",9917,"2000-05-25",2.55,1.72,1.54,1.50653814088058,6.3946791718777,1.22,1.19,0.63
"1249298",1249298,"south","B",10018,"2007-08-22",3.27,2.56,2.39,2.79049433650683,1.98702199450671,1.83,1.38,0.68
"2228821",2228821,"north","C",10100,"2007-04-15",0,0,0.03,9.93408851082252,0.0361900926474483,0,0.79,0.07
"540867",540867,"south","A",9959,"1999-10-22",18.78,2.31,3.47,3.7777500347234,0.00489350725854663,1.84,1.28,2.42
"2695185",2695185,"south","A",10138,"2007-04-15",0,0.58,0.54,5.67319940326613,30.641015482448,0.39,0.96,0.27
"1927568",1927568,"north","C",10075,"1999-09-06",16.9,6.59,5.93,4.25700715307744,0.00662351115884953,4.66,1.63,2.59
"1646363",1646363,"south","B",10051,"2007-07-29",0,2.22,1.99,3.00452034970752,0.314617454651529,1.62,1.27,0.79
"352509",352509,"north","A",9944,"2004-04-28",1.47,2.13,2.02,6.16095827614337,0.00113823341070808,1.38,1.33,0.52
